Date,New Cases,New Deaths
"Feb 7, 2022",1809720,8029
"Feb 8, 2022",178617,544
"Feb 8, 2022",620211,2274
"Feb 8, 2022",620211,2274
"Feb 8, 2022",647794,2380
"Feb 8, 2022",728672,2695
"Feb 8, 2022",747399,2762
"Feb 8, 2022",819395,2807
"Feb 8, 2022",820875,2864
"Feb 8, 2022",940344,3035
"Feb 8, 2022",940344,3035
"Feb 8, 2022",981679,3164
"Feb 8, 2022",1029557,3355
"Feb 8, 2022",1223592,4093
"Feb 8, 2022",1241370,4111
"Feb 8, 2022",1353204,4394
"Feb 8, 2022",1435955,4707
"Feb 8, 2022",1439842,4734
"Feb 8, 2022",1439987,4736
"Feb 8, 2022",1489509,5322
"Feb 8, 2022",1512376,5962
"Feb 8, 2022",1558039,6539
"Feb 8, 2022",1571404,6632
"Feb 8, 2022",1889729,9040
"Feb 8, 2022",1908499,9257
"Feb 8, 2022",1980408,9911
"Feb 8, 2022",2046215,10498
"Feb 8, 2022",2077875,10835
"Feb 8, 2022",2116073,10996
"Feb 8, 2022",2125990,11019
"Feb 8, 2022",2146464,11450
"Feb 8, 2022",2157753,11550
"Feb 9, 2022",221495,549
"Feb 9, 2022",688461,2189
"Feb 9, 2022",775530,2395
"Feb 9, 2022",854111,2728
"Feb 9, 2022",862409,2769
"Feb 9, 2022",884583,2793
"Feb 9, 2022",944638,2848
"Feb 9, 2022",948631,2918
"Feb 9, 2022",1000481,2962
"Feb 9, 2022",1034504,3014
"Feb 9, 2022",1047036,3072
"Feb 9, 2022",1048380,3084
"Feb 9, 2022",1203132,3367
"Feb 9, 2022",1257462,3469
"Feb 9, 2022",1397207,3914
"Feb 9, 2022",1486764,4408
"Feb 9, 2022",1524740,4595
"Feb 9, 2022",1526196,4607
"Feb 9, 2022",1741113,5525
"Feb 9, 2022",1789868,6058
"Feb 9, 2022",1796726,6157
"Feb 9, 2022",1812129,6234
"Feb 9, 2022",1839017,6553
"Feb 9, 2022",2161886,9121
"Feb 9, 2022",2261742,9909
"Feb 9, 2022",2298232,10140
"Feb 9, 2022",2368976,10551
"Feb 9, 2022",2381241,10765
"Feb 9, 2022",2394492,11289
"Feb 9, 2022",2402609,11290
"Feb 9, 2022",2408393,11337
"Feb 10, 2022",250974,1159
"Feb 10, 2022",754193,2824
"Feb 10, 2022",807613,2962
"Feb 10, 2022",843173,3136
"Feb 10, 2022",878023,3283
"Feb 10, 2022",882263,3327
"Feb 10, 2022",952848,3384
"Feb 10, 2022",953631,3386
"Feb 10, 2022",953631,3386
"Feb 10, 2022",1041707,3432
"Feb 10, 2022",1049339,3456
"Feb 10, 2022",1072695,3480
"Feb 10, 2022",1072695,3480
"Feb 10, 2022",1148556,3805
"Feb 10, 2022",1209925,4205
"Feb 10, 2022",1249747,4317
"Feb 10, 2022",1249747,4317
"Feb 10, 2022",1404623,4668
"Feb 10, 2022",1427882,4957
"Feb 10, 2022",1673163,5901
"Feb 10, 2022",1842316,6752
"Feb 10, 2022",1872145,6992
"Feb 10, 2022",1977556,7251
"Feb 10, 2022",2200544,8854
"Feb 10, 2022",2235434,9305
"Feb 10, 2022",2286570,9646
"Feb 10, 2022",2310856,9830
"Feb 10, 2022",2360001,10100
"Feb 10, 2022",2383167,10486
"Feb 10, 2022",2389666,10645
"Feb 10, 2022",2398421,10698
"Feb 11, 2022",256733,1351
"Feb 11, 2022",736803,3106
"Feb 11, 2022",780867,3257
"Feb 11, 2022",780941,3258
"Feb 11, 2022",797907,3449
"Feb 11, 2022",838863,3505
"Feb 11, 2022",887841,3558
"Feb 11, 2022",919745,3702
"Feb 11, 2022",1000355,3721
"Feb 11, 2022",1038801,3818
"Feb 11, 2022",1065535,3900
"Feb 11, 2022",1067144,3900
"Feb 11, 2022",1260126,4308
"Feb 11, 2022",1328305,4643
"Feb 11, 2022",1328305,4643
"Feb 11, 2022",1374180,4708
"Feb 11, 2022",1436812,5397
"Feb 11, 2022",1599339,5852
"Feb 11, 2022",1648661,6011
"Feb 11, 2022",1655108,6201
"Feb 11, 2022",1713775,6640
"Feb 11, 2022",1839018,7083
"Feb 11, 2022",2128471,9033
"Feb 11, 2022",2145876,9123
"Feb 11, 2022",2186653,9627
"Feb 11, 2022",2234497,10230
"Feb 11, 2022",2267630,10323
"Feb 11, 2022",2273009,10370
"Feb 11, 2022",2277067,10427
"Feb 11, 2022",2303406,10854
"Feb 11, 2022",2313711,10906
"Feb 12, 2022",239757,930
"Feb 12, 2022",638153,2524
"Feb 12, 2022",654266,2555
"Feb 12, 2022",772616,2913
"Feb 12, 2022",791391,3074
"Feb 12, 2022",791781,3074
"Feb 12, 2022",840828,3185
"Feb 12, 2022",841655,3190
"Feb 12, 2022",920193,3269
"Feb 12, 2022",958477,3333
"Feb 12, 2022",994318,3427
"Feb 12, 2022",1013754,3477
"Feb 12, 2022",1088659,3670
"Feb 12, 2022",1128528,3755
"Feb 12, 2022",1207201,4094
"Feb 12, 2022",1207201,4094
"Feb 12, 2022",1308065,4390
"Feb 12, 2022",1313824,4490
"Feb 12, 2022",1327724,4614
"Feb 12, 2022",1343957,4915
"Feb 12, 2022",1478061,5122
"Feb 12, 2022",1488995,5290
"Feb 12, 2022",1497735,5462
"Feb 12, 2022",1754811,6642
"Feb 12, 2022",1787429,7027
"Feb 12, 2022",1808558,7265
"Feb 12, 2022",1828030,7499
"Feb 12, 2022",1845865,7581
"Feb 12, 2022",1847437,7586
"Feb 12, 2022",1852349,7716
"Feb 12, 2022",117650,683
"Feb 13, 2022",191261,871
"Feb 13, 2022",543828,1916
"Feb 13, 2022",642690,2283
"Feb 13, 2022",654773,2367
"Feb 13, 2022",659820,2409
"Feb 13, 2022",675873,2502
"Feb 13, 2022",712872,2535
"Feb 13, 2022",712872,2535
"Feb 13, 2022",728830,2554
"Feb 13, 2022",824025,2655
"Feb 13, 2022",830061,2716
"Feb 13, 2022",917234,2777
"Feb 13, 2022",1010463,3020
"Feb 13, 2022",1021316,3095
"Feb 13, 2022",1021316,3095
"Feb 13, 2022",1023724,3095
